dataset_index,data_uuid,data_name,view_count,download_count,description,update_frequency,data_owner,data_page_url,data_category,asset_type,view_type,size_in_bytes,readable_size,latest_update_time
3103,weaz-wxw9,07 Class Size - By Region,409,1503,"Citywide Class Size Report, including Region, Program, Grade or Service Category.  SOURCES: 10/31/06 Official Register (K-9) and 12/15/06 Register/Schedule (9-12) #Grade 9 not in high schools ##Indicates how special class is delivered  For schools with students in any grades between Kindergarten and 9th grade (where 9th grade is the termination grade for the school), class size is reported by four program areas: general education, special education self-contained class, collaborative team teaching and gifted and talented self-contained class. Within each program area class size is reported by grade or service category, which indicates how a special education self-contained class is delivered. Class size is calculated by dividing the number of students in a program and grade by the number of official classes in that program and grade.   The following data is excluded from all the reports: District 75 schools, bridge classes which span more than one grade, classes with fewer than five students (for other than special education self-contained classes) and classes with one student (for special education self-contained classes). On the summary reports programs and grades with three or fewer classes are excluded from the citywide, borough and region reports and programs and grades with one class are excluded from the district report. For schools with students in any grades between 9th and 12th grade (where 9th grade is not the termination grade for the school), class size is reported by two program areas: general education and special education. For general education students class size is reported by grade for each core subject area: English, Math, Science and Social Studies. For special education students with a self-contained program recommendation, class size is reported by service category (self-contained or mainstream) for each core subject area. Since high school classes may contain students in multiple grades and programs, class size is calculated by taking a weighted average of all the classes in a core subject area with students in a particular grade or program. For example, there are 75 ninth graders enrolled at a high school. 25 ninth graders attend a Math class with 28 students, a second group of 25 ninth graders attend a Math class with 25 students, and a third group of 25 ninth graders attend a Math class with 30 students. Average class size for ninth grade Math equals: (25x28 + 25x25 + 25x30)/75 = 27.7.   The Pupil Teacher Ratio is also provided on the school level report. Pupil Teacher Ratio is another means to evaluate the instructional resources provided at a school. Pupil Teacher Ratio for All Students is calculated by dividing the number of students at a school by the number of full-time equivalent teachers, including both teachers in classes taught by two teachers, “cluster” teachers providing instruction in specialized topics like art or science, and teachers providing special education instruction. Pupil Teacher Ratio Excluding Special Education is calculated by dividing the number of non-special education students at a school by the number of full-time equivalent non-special education teachers.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2006-07-Class-Size-By-Region/weaz-wxw9,Education,dataset,tabular,22129.0,22.13 KB,2011-10-13
3104,wed3-5i35,Historical Monthly Grade Level Attendance By School,1664,1074,Historical Monthly Grade Level Attendance By School,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2012-2017-Historical-Monthly-Grade-Level-Attendanc/wed3-5i35,Education,dataset,tabular,18890455.0,18.89 MB,2020-03-06
3106,weh8-3ujf,Synthetic Turf Fields,537,433,Synthetic turf systems located on NYC Parks properties.,One-time,Department of Parks and Recreation (DPR),https://data.cityofnewyork.us/Recreation/Synthetic-Turf-Fields/weh8-3ujf,Recreation,dataset,tabular,201046.0,201.05 KB,2018-12-11
3107,weqx-t5xr,Census Tracts - Mapped,86,0,"2020 Census Tracts from the US Census for New York City. These boundary files are derived from the US Census Bureau's TIGER data products and have been geographically modified to fit the New York City base map. All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>.",Monthly,Department of City Planning (DCP),https://data.cityofnewyork.us/City-Government/2020-Census-Tracts-Mapped/weqx-t5xr,City Government,map,tabular,2326.0,2.33 KB,2021-11-22
3110,wffu-4g3a,Archivesspace Name Records List,75,31,"Displays selected name record(s). The data lists name, name type, and name source.",Monthly,Department of Records and Information Services (DORIS),https://data.cityofnewyork.us/City-Government/Archivesspace-Name-Records-List/wffu-4g3a,City Government,dataset,tabular,112687.0,112.69 KB,2021-12-01
3111,wffy-3iyg,Natality,1408,832,"Percent Live Births by Infant Sex and Mother’s Race/Ethnicity for New York City, 2007-2014",Monthly,Other,https://data.cityofnewyork.us/Health/Natality/wffy-3iyg,Health,dataset,tabular,4328.0,4.33 KB,2020-12-16
3115,wg9x-4ke6,School Locations,2326,1082,2019 - 2020 School Locations,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2019-2020-School-Locations/wg9x-4ke6,Education,dataset,tabular,1027391.0,1.03 MB,2019-09-11
3116,wha7-46h5,DOP Juvenile Case Closings By Reason,363,1247,"The number of juvenile case closings by reason: Maximum Expiration Date (MED), Death, Early Discharge (ED), Revoked, Other, during the reporting period.",Monthly,Department of Probation (DOP),https://data.cityofnewyork.us/Public-Safety/DOP-Juvenile-Case-Closings-By-Reason/wha7-46h5,Public Safety,dataset,tabular,9635.0,9.63 KB,2021-10-29
3117,whjh-s3x7,City Bench Locations,451,0,"CityBench is an initiative to increase the amount of public seating on New York City’s streets. Department of Transportation (DOT) installs attractive and durable benches around the city, particularly at bus stops, retail corridors, and in areas with high concentrations of senior citizens.",Annually,Department of Transportation (DOT),https://data.cityofnewyork.us/Transportation/City-Bench-Locations-Map-/whjh-s3x7,Transportation,map,tabular,2165.0,2.17 KB,2020-12-22
3118,whux-iuiu,Oil Usage,1512,2630,"Oil Usage (select City Owned Buildings), oil, city, data, statistics,heating, energy,heat",One-time,Department of Citywide Administrative Services (DCAS),https://data.cityofnewyork.us/City-Government/Oil-Usage-Select-City-Owned-Buildings-/whux-iuiu,City Government,dataset,tabular,5666.0,5.67 KB,2017-11-01
3119,wi3r-8uzb,DOHMH Community Mental Health Survey,3204,2596,"The New York City Community Mental Health Survey (CMHS) was a one-time telephone survey conducted by the DOHMH.  The CMHS was conducted in conjunction with the annual 2012 Community health Survey (CHS). The CMHS provides robust data on the mental health of New Yorkers, including neighborhood, borough, and citywide estimates. The data are analyzed and disseminated to influence mental health program decisions, and increase the understanding of the mental health among New Yorkers.",One-time,Department of Health and Mental Hygiene (DOHMH),https://data.cityofnewyork.us/Health/DOHMH-Community-Mental-Health-Survey/wi3r-8uzb,Health,dataset,tabular,2303.0,2.3 KB,2019-01-02
3120,wibz-uqui,NYPL Branch Services - Staten Island,625,2062,New York Public Library (NYPL) branch services from July 2010 to June 2011 (Staten Island),One-time,New York Public Library (NYPL),https://data.cityofnewyork.us/Recreation/NYPL-Branch-Services-Staten-Island/wibz-uqui,Recreation,dataset,tabular,2699.0,2.7 KB,2013-06-21
3122,wjvv-6yxq,HASA Facts,886,508,Monthly HIV/AIDS Services Administration Report.,Monthly,Human Resources Administration (HRA),https://data.cityofnewyork.us/Social-Services/HASA-Facts/wjvv-6yxq,Social Services,dataset,tabular,20993.0,20.99 KB,2021-11-19
3128,wn9v-p3q3,HRA Facts Case Counts,278,2390,HRA facts from the Office of Data Reporting and Analysis (ODRA),Monthly,Human Resources Administration (HRA),https://data.cityofnewyork.us/Social-Services/HRA-Facts-Case-Counts/wn9v-p3q3,Social Services,dataset,tabular,217491.0,217.49 KB,2021-11-30
3130,wnhn-bgpv,Shapefiles of BOA and Community Brownfield Planning Areas - EPA Area Wide Planning Areas,95,49,GIS shapefiles showing the areas in NYC where community-based organizations have conducted planning studies or used OER community brownfield pre-development grants.,Annually,Mayor's Office of Environmental Remediation (MOER),https://data.cityofnewyork.us/Environment/Shapefiles-of-BOA-and-Community-Brownfield-Plannin/wnhn-bgpv,Environment,dataset,tabular,9172.0,9.17 KB,2020-11-24
3131,wnm5-hbzp,Kayak and Canoe Launch,265,124,This dataset contains the sites designated for Kayak and Canoe launches. See on-site signage for up to date rules about the use of that site. Each record corresponds to one launch site. This dataset is updated as needed but the attribute information may not longer be accurate.  User guide:  https://drive.google.com/open?id=1gOsTkOP_jA8pM_G8oWnvQnB2mMHEvj0FjhIcERtClRQ Data Dictionary: https://drive.google.com/open?id=1u73SAOREZjAx6iMbGrsKcafaGPoyV4Z9xhKKEGmTPYc,One-time,Department of Parks and Recreation (DPR),https://data.cityofnewyork.us/Recreation/Kayak-and-Canoe-Launch/wnm5-hbzp,Recreation,map,geo,21074.0,21.07 KB,2019-04-24
3132,wnu3-egq7,New York City Truck Routes - Map,1060,0,The New York City Truck Route Network is a set of roads that commercial vehicles must use in New York City.   NYC Truck Routes are also available in LION data.  https://data.cityofnewyork.us/City-Government/LION/2v4z-66xt,Annually,Department of Transportation (DOT),https://data.cityofnewyork.us/Transportation/New-York-City-Truck-Routes-Map/wnu3-egq7,Transportation,map,tabular,32940.0,32.94 KB,2021-10-07
3133,wpnz-dpup,"Total City, Transit and Housing Police Force Headcount",61,31,"Yearly average City, Transit, and Housing uniform headcount updated yearly with the Mayor's Message.",One-time,Mayor's Office of Management and Budget (OMB),https://data.cityofnewyork.us/City-Government/Total-City-Transit-and-Housing-Police-Force-Headco/wpnz-dpup,City Government,dataset,tabular,596.0,596 bytes,2021-10-22
3135,wq7m-7i29,Suspension Report NYPD Contacts - GRADE,82,65,Suspensions where NYPS was contacted reported by student grade level.,Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2017-2018-Suspension-Report-NYPD-Contacts-GRADE/wq7m-7i29,Education,dataset,tabular,136046.0,136.05 KB,2020-11-16
3136,wqh5-zjte,Discharge Reporting by Code - MS,67,24,"This report provides data regarding students enrolled in New York City schools during the 2015-2016 school year, according to the guidelines set by Local Law 2011/042. At the citywide, borough and district levels, the DOE is required to report discharge, transfer and graduation counts by grade level (middle school only), cohort (high school only) and disability status. At the school level, the DOE is required to report discharge and transfer counts by grade level (middle school only), cohort (high school only), disability status broken down by, age as of 12/31 of the previous calendar year age, race/ethnicity, and gender.  Citywide, Borough, and District results represent the last discharge or transfer for each student. School level results represent all events for all students. District 79 programs are included in the Citywide, Borough and District results, but not shown in the school-level spreadsheets.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2016-2017-Discharge-Reporting-by-Code-MS/wqh5-zjte,Education,dataset,tabular,85303.0,85.3 KB,2021-01-01
